ithaID,HGVS,Tool,value,th_p,Sensitivity,LR+,LR+ 95% CI,Strength (Pathogenic),th_b,Specificity,LR-,LR- 95% CI,Strength (Benign),Correctly PV,% of correctly PV,th_class,call_p,call_b
2963,HBB:c.23A>T,REVEL_score,0.881,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,1,-1
2963,HBB:c.23A>T,SpliceAI_DS,NA,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,NA,NA
2964,HBB:c.161C>T,BayesDel_addAF_score,0.305555999999999,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,-1,-1
2964,HBB:c.161C>T,CADD_PHRED,25.7,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,1,-1
2964,HBB:c.161C>T,Eigen-PC-phred_coding,6.524998,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,1,-1
2964,HBB:c.161C>T,GERP++_RS,5.09999999999998,4.22,0.44,4.33,"[2.51, 7.49]",Supporting,0.15,0.35,0.32,"[0.22, 0.46]",Supporting,225,0.423728813559322,above,1,-1
2964,HBB:c.161C>T,MetaSVM_score,1.042,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,1,-1
2964,HBB:c.161C>T,phyloP100way_vertebrate,4.32,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,-1,-1
2964,HBB:c.161C>T,REVEL_score,0.77,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,-1,-1
2964,HBB:c.161C>T,SpliceAI_DS,0,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,-1,0
2967,HBA2:c.-59C>T,BayesDel_addAF_score,NA,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,NA,NA
2967,HBA2:c.-59C>T,CADD_PHRED,7.34,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,-1,0
2967,HBA2:c.-59C>T,Eigen-PC-phred_coding,NA,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,NA,NA
2967,HBA2:c.-59C>T,GERP++_RS,NA,4.22,0.44,4.33,"[2.51, 7.49]",Supporting,0.15,0.35,0.32,"[0.22, 0.46]",Supporting,225,0.423728813559322,above,NA,NA
2967,HBA2:c.-59C>T,MetaSVM_score,NA,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,NA,NA
2967,HBA2:c.-59C>T,phyloP100way_vertebrate,NA,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,NA,NA
2967,HBA2:c.-59C>T,REVEL_score,NA,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,NA,NA
2967,HBA2:c.-59C>T,SpliceAI_DS,0,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,-1,0
2968,HBA1:c.110T>A,BayesDel_addAF_score,0.119532,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,-1,0
2968,HBA1:c.110T>A,CADD_PHRED,14.09,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,-1,0
2968,HBA1:c.110T>A,Eigen-PC-phred_coding,1.515543,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,-1,0
2968,HBA1:c.110T>A,GERP++_RS,2.06999999999999,4.22,0.44,4.33,"[2.51, 7.49]",Supporting,0.15,0.35,0.32,"[0.22, 0.46]",Supporting,225,0.423728813559322,above,-1,-1
2968,HBA1:c.110T>A,MetaSVM_score,-0.2001,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,-1,0
2968,HBA1:c.110T>A,phyloP100way_vertebrate,1.65,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,-1,-1
2968,HBA1:c.110T>A,REVEL_score,0.508,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,-1,0
2968,HBA1:c.110T>A,SpliceAI_DS,0,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,-1,0
2970,HBA2:c.254G>C,BayesDel_addAF_score,0.311136,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,-1,-1
2970,HBA2:c.254G>C,CADD_PHRED,21.9,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,1,-1
2970,HBA2:c.254G>C,Eigen-PC-phred_coding,2.562959,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,1,-1
2970,HBA2:c.254G>C,GERP++_RS,3.26,4.22,0.44,4.33,"[2.51, 7.49]",Supporting,0.15,0.35,0.32,"[0.22, 0.46]",Supporting,225,0.423728813559322,above,-1,-1
2970,HBA2:c.254G>C,MetaSVM_score,0.9454,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,1,-1
2970,HBA2:c.254G>C,phyloP100way_vertebrate,7.439,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,1,-1
2970,HBA2:c.254G>C,REVEL_score,0.820999999999998,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,1,-1
2970,HBA2:c.254G>C,SpliceAI_DS,0,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,-1,0
2976,HBB:c.194G>T,BayesDel_addAF_score,0.502075999999998,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,1,-1
2976,HBB:c.194G>T,CADD_PHRED,27.1,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,1,-1
2976,HBB:c.194G>T,Eigen-PC-phred_coding,10.92747,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,1,-1
2976,HBB:c.194G>T,GERP++_RS,5.09999999999998,4.22,0.44,4.33,"[2.51, 7.49]",Supporting,0.15,0.35,0.32,"[0.22, 0.46]",Supporting,225,0.423728813559322,above,1,-1
2976,HBB:c.194G>T,MetaSVM_score,1.0903,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,1,-1
2976,HBB:c.194G>T,phyloP100way_vertebrate,5.502,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,-1,-1
2976,HBB:c.194G>T,REVEL_score,0.921,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,1,-1
2976,HBB:c.194G>T,SpliceAI_DS,0,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,-1,0
2977,HBA2:c.41C>A,BayesDel_addAF_score,0.13422,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,-1,0
2977,HBA2:c.41C>A,CADD_PHRED,16.98,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,1,-1
2977,HBA2:c.41C>A,Eigen-PC-phred_coding,0.716122299999998,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,-1,0
2977,HBA2:c.41C>A,GERP++_RS,-4.26999999999998,4.22,0.44,4.33,"[2.51, 7.49]",Supporting,0.15,0.35,0.32,"[0.22, 0.46]",Supporting,225,0.423728813559322,above,-1,0
2977,HBA2:c.41C>A,MetaSVM_score,0.285399999999998,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,-1,0
2977,HBA2:c.41C>A,phyloP100way_vertebrate,-0.153,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,-1,0
2977,HBA2:c.41C>A,REVEL_score,0.517,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,-1,0
2977,HBA2:c.41C>A,SpliceAI_DS,0.07,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,1,-1
2978,HBA2:c.53T>A,BayesDel_addAF_score,0.279696,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,-1,-1
2978,HBA2:c.53T>A,CADD_PHRED,22.6,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,1,-1
2978,HBA2:c.53T>A,Eigen-PC-phred_coding,1.79714,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,-1,0
2978,HBA2:c.53T>A,GERP++_RS,2.84,4.22,0.44,4.33,"[2.51, 7.49]",Supporting,0.15,0.35,0.32,"[0.22, 0.46]",Supporting,225,0.423728813559322,above,-1,-1
2978,HBA2:c.53T>A,MetaSVM_score,0.686699999999998,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,-1,-1
2978,HBA2:c.53T>A,phyloP100way_vertebrate,2.253,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,-1,-1
2978,HBA2:c.53T>A,REVEL_score,0.542,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,-1,0
2978,HBA2:c.53T>A,SpliceAI_DS,0.11,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,1,-1
2979,HBA2:c.223G>T,BayesDel_addAF_score,0.483466,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,1,-1
2979,HBA2:c.223G>T,CADD_PHRED,23.8,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,1,-1
2979,HBA2:c.223G>T,Eigen-PC-phred_coding,3.63684599999999,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,1,-1
2979,HBA2:c.223G>T,GERP++_RS,4.22,4.22,0.44,4.33,"[2.51, 7.49]",Supporting,0.15,0.35,0.32,"[0.22, 0.46]",Supporting,225,0.423728813559322,above,-1,-1
2979,HBA2:c.223G>T,MetaSVM_score,1.1019,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,1,-1
2979,HBA2:c.223G>T,phyloP100way_vertebrate,4.509,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,-1,-1
2979,HBA2:c.223G>T,REVEL_score,0.818999999999998,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,1,-1
2979,HBA2:c.223G>T,SpliceAI_DS,0,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,-1,0
2980,HBA2:c.245C>A,BayesDel_addAF_score,0.297001999999998,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,-1,-1
2980,HBA2:c.245C>A,CADD_PHRED,23.6,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,1,-1
2980,HBA2:c.245C>A,Eigen-PC-phred_coding,2.424627,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,1,-1
2980,HBA2:c.245C>A,GERP++_RS,4.22,4.22,0.44,4.33,"[2.51, 7.49]",Supporting,0.15,0.35,0.32,"[0.22, 0.46]",Supporting,225,0.423728813559322,above,-1,-1
2980,HBA2:c.245C>A,MetaSVM_score,1.06299999999999,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,1,-1
2980,HBA2:c.245C>A,phyloP100way_vertebrate,0.989,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,-1,-1
2980,HBA2:c.245C>A,REVEL_score,0.657,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,-1,0
2980,HBA2:c.245C>A,SpliceAI_DS,0,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,-1,0
2981,HBA2:c.419A>G,BayesDel_addAF_score,0.219218,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,-1,0
2981,HBA2:c.419A>G,CADD_PHRED,22.5,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,1,-1
2981,HBA2:c.419A>G,Eigen-PC-phred_coding,2.71427599999999,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,1,-1
2981,HBA2:c.419A>G,GERP++_RS,4.43,4.22,0.44,4.33,"[2.51, 7.49]",Supporting,0.15,0.35,0.32,"[0.22, 0.46]",Supporting,225,0.423728813559322,above,1,-1
2981,HBA2:c.419A>G,MetaSVM_score,0.4637,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,-1,-1
2981,HBA2:c.419A>G,phyloP100way_vertebrate,2.488,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,-1,-1
2981,HBA2:c.419A>G,REVEL_score,0.7389999999999979,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,-1,-1
2981,HBA2:c.419A>G,SpliceAI_DS,0,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,-1,0
2982,HBA1:c.185A>G,BayesDel_addAF_score,0.260519,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,-1,-1
2982,HBA1:c.185A>G,CADD_PHRED,23.1,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,1,-1
2982,HBA1:c.185A>G,Eigen-PC-phred_coding,2.879115,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,1,-1
2982,HBA1:c.185A>G,GERP++_RS,4.30999999999998,4.22,0.44,4.33,"[2.51, 7.49]",Supporting,0.15,0.35,0.32,"[0.22, 0.46]",Supporting,225,0.423728813559322,above,1,-1
2982,HBA1:c.185A>G,MetaSVM_score,0.8789,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,1,-1
2982,HBA1:c.185A>G,phyloP100way_vertebrate,2.256,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,-1,-1
2982,HBA1:c.185A>G,REVEL_score,0.815999999999998,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,1,-1
2982,HBA1:c.185A>G,SpliceAI_DS,0,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,-1,0
2984,HBA1:c.374C>G,BayesDel_addAF_score,0.278187999999998,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,-1,-1
2984,HBA1:c.374C>G,CADD_PHRED,22.9,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,1,-1
2984,HBA1:c.374C>G,Eigen-PC-phred_coding,2.121861,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,1,-1
2984,HBA1:c.374C>G,GERP++_RS,3.19,4.22,0.44,4.33,"[2.51, 7.49]",Supporting,0.15,0.35,0.32,"[0.22, 0.46]",Supporting,225,0.423728813559322,above,-1,-1
2984,HBA1:c.374C>G,MetaSVM_score,0.906499999999998,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,1,-1
2984,HBA1:c.374C>G,phyloP100way_vertebrate,5.279,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,-1,-1
2984,HBA1:c.374C>G,REVEL_score,0.7209999999999979,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,-1,-1
2984,HBA1:c.374C>G,SpliceAI_DS,0,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,-1,0
2985,HBA1:c.307A>C,BayesDel_addAF_score,0.402104999999998,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,1,-1
2985,HBA1:c.307A>C,CADD_PHRED,15.52,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,-1,0
2985,HBA1:c.307A>C,Eigen-PC-phred_coding,1.079206,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,-1,0
2985,HBA1:c.307A>C,GERP++_RS,-4.12,4.22,0.44,4.33,"[2.51, 7.49]",Supporting,0.15,0.35,0.32,"[0.22, 0.46]",Supporting,225,0.423728813559322,above,-1,0
2985,HBA1:c.307A>C,MetaSVM_score,-0.1167,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,-1,0
2985,HBA1:c.307A>C,phyloP100way_vertebrate,-0.527,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,-1,0
2985,HBA1:c.307A>C,REVEL_score,0.571999999999998,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,-1,0
2985,HBA1:c.307A>C,SpliceAI_DS,0,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,-1,0
2987,HBA1:c.28A>G,BayesDel_addAF_score,0.0903561999999999,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,-1,0
2987,HBA1:c.28A>G,CADD_PHRED,10.0399999999999,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,-1,0
2987,HBA1:c.28A>G,Eigen-PC-phred_coding,0.6268637,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,-1,0
2987,HBA1:c.28A>G,GERP++_RS,0.786,4.22,0.44,4.33,"[2.51, 7.49]",Supporting,0.15,0.35,0.32,"[0.22, 0.46]",Supporting,225,0.423728813559322,above,-1,-1
2987,HBA1:c.28A>G,MetaSVM_score,-0.0396,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,-1,0
2987,HBA1:c.28A>G,phyloP100way_vertebrate,-0.474,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,-1,0
2987,HBA1:c.28A>G,REVEL_score,0.468999999999998,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,-1,0
2987,HBA1:c.28A>G,SpliceAI_DS,0.02,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,1,-1
2993,HBA1:c.149G>A,BayesDel_addAF_score,0.133646999999998,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,-1,0
2993,HBA1:c.149G>A,CADD_PHRED,10.35,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,-1,0
2993,HBA1:c.149G>A,Eigen-PC-phred_coding,1.024887,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,-1,0
2993,HBA1:c.149G>A,GERP++_RS,-0.815999999999998,4.22,0.44,4.33,"[2.51, 7.49]",Supporting,0.15,0.35,0.32,"[0.22, 0.46]",Supporting,225,0.423728813559322,above,-1,0
2993,HBA1:c.149G>A,MetaSVM_score,0.5613,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,-1,-1
2993,HBA1:c.149G>A,phyloP100way_vertebrate,0.153,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,-1,0
2993,HBA1:c.149G>A,REVEL_score,0.491999999999998,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,-1,0
2993,HBA1:c.149G>A,SpliceAI_DS,0.09,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,1,-1
2994,HBB:c.418A>C,BayesDel_addAF_score,0.0767071,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,-1,0
2994,HBB:c.418A>C,CADD_PHRED,11.65,16.3,0.82,2.59,"[2.1, 3.2]",Supporting,16.3,0.68,0.26,"[0.21, 0.31]",Supporting,703,0.7934537246049662,above,-1,0
2994,HBB:c.418A>C,Eigen-PC-phred_coding,0.6612668,1.9,0.79,3,"[2.21, 4.07]",Supporting,1.9,0.74,0.28,"[0.22, 0.35]",Supporting,415,0.7815442561205274,above,-1,0
2994,HBB:c.418A>C,GERP++_RS,0.75,4.22,0.44,4.33,"[2.51, 7.49]",Supporting,0.15,0.35,0.32,"[0.22, 0.46]",Supporting,225,0.423728813559322,above,-1,-1
2994,HBB:c.418A>C,MetaSVM_score,-0.5392,0.81,0.55,3.25,"[2.16, 4.89]",Supporting,0.46,0.6,0.38,"[0.3, 0.48]",Supporting,272,0.5654885654885655,above,-1,0
2994,HBB:c.418A>C,phyloP100way_vertebrate,0.337,7.32,0.15,17.8,"[2.5, 127]",Supporting,0.8,0.57,0.36,"[0.28, 0.46]",Supporting,130,0.2448210922787194,above,-1,0
2994,HBB:c.418A>C,REVEL_score,0.435,0.77,0.63,3.05,"[2.12, 4.4]",Supporting,0.7,0.69,0.38,"[0.31, 0.47]",Supporting,309,0.6424116424116424,above,-1,0
2994,HBB:c.418A>C,SpliceAI_DS,0,0,0.88,3.24,"[2.76, 3.81]",Supporting,0,0.73,0.17,"[0.08, 0.33]",Supporting,492,0.7420814479638009,above,-1,0
2996,HBA1:c.220G>A,BayesDel_addAF_score,0.0251153,0.39,0.6,3.21,"[2.19, 4.72]",Supporting,0.23,0.44,0.35,"[0.26, 0.47]",Supporting,302,0.5687382297551788,above_closed,-1,0
